date, minTemp, maxTemp, clear, cloudy, rain, snow, storm, wind, weekend, holiday, visitorTotal, visitorMale, visitorFemale, visitorKids, VisitorTeenage, VisitorAdult, VisitorElderly, OverMonthlyAverage 
2016-03-15,8, 12, 0, 1, 0, 0, 0, 3, 0, 0,3204, 919, 2285, 1575, 376, 302, 951,0
2016-03-16,11, 17, 0, 1, 0, 0, 0, 3, 0, 0,1987, 484, 1503, 980, 310, 184, 513,0
2016-03-17,13, 18, 0, 0, 1, 0, 0, 3, 0, 0,3917, 881, 3036, 1569, 1033, 379, 936,0
2016-03-18,11, 20, 0, 0, 1, 0, 0, 3, 0, 0,6718, 950, 5768, 1257, 2434, 1416, 1611,1
2016-03-19,8, 17, 0, 1, 1, 0, 0, 3, 1, 0,7947, 3655, 4292, 2430, 2023, 676, 2818,1
2016-03-20,9, 18, 0, 1, 0, 0, 0, 3, 1, 0,6817, 1109, 5708, 2556, 1985, 585, 1691,1
2016-03-21,10, 15, 0, 1, 0, 0, 0, 3, 0, 0,394, 116, 278, 79, 105, 31, 179,0
2016-03-22,8, 15, 0, 0, 1, 0, 0, 3, 0, 0,5666, 2758, 2908, 976, 1988, 603, 2099,1
2016-03-23,7, 12, 0, 1, 0, 0, 0, 4, 0, 0,4910, 693, 4217, 1548, 602, 1122, 1638,1
2016-03-24,6, 11, 0, 1, 0, 0, 0, 4, 0, 0,6789, 2189, 4600, 2974, 515, 958, 2342,1
2016-03-25,5, 13, 0, 1, 0, 0, 0, 3, 0, 0,5974, 1185, 4789, 2134, 475, 749, 2616,1
2016-03-26,8, 15, 0, 1, 0, 0, 0, 3, 1, 0,9715, 4570, 5145, 3805, 2134, 630, 3146,1
2016-03-27,9, 17, 0, 1, 0, 0, 0, 3, 1, 0,7597, 2539, 5058, 2247, 2511, 648, 2191,1
2016-03-28,11, 19, 0, 0, 0, 0, 0, 3, 0, 0,152, 73, 79, 75, 27, 5, 45,0
2016-03-29,14, 22, 0, 1, 0, 0, 0, 3, 0, 0,5169, 2226, 2943, 2456, 1235, 313, 1165,1
2016-03-30,12, 19, 0, 0, 1, 0, 0, 3, 0, 0,8080, 1984, 6096, 3756, 1881, 436, 2007,1
2016-03-31,11, 16, 0, 1, 0, 0, 0, 3, 0, 0,6102, 2088, 4014, 2679, 1561, 372, 1490,1
2016-04-01,13, 22, 0, 1, 0, 0, 0, 3, 0, 0,5473, 2735, 2738, 1445, 562, 499, 2967,0
2016-04-02,12, 20, 0, 0, 1, 0, 1, 3, 1, 0,10394, 2221, 8173, 3654, 2395, 2033, 2312,1
2016-04-03,12, 16, 0, 1, 1, 0, 0, 3, 1, 0,17726, 8211, 9515, 6277, 4374, 2485, 4590,1
2016-04-04,11, 18, 0, 1, 0, 0, 0, 3, 0, 0,9620, 3805, 5815, 2427, 3445, 1677, 2071,1
2016-04-05,13, 17, 0, 1, 1, 0, 1, 3, 0, 0,1790, 376, 1414, 843, 361, 222, 364,0
2016-04-06,13, 20, 0, 0, 1, 0, 1, 4, 0, 0,4668, 1262, 3406, 1628, 329, 709, 2002,0
2016-04-07,13, 18, 0, 1, 1, 0, 0, 3, 0, 0,5028, 1334, 3694, 898, 1268, 462, 2400,0
2016-04-08,14, 20, 0, 1, 0, 0, 0, 3, 0, 0,4833, 1384, 3449, 847, 1416, 587, 1983,0
2016-04-09,14, 23, 0, 1, 0, 0, 0, 3, 1, 0,8369, 3185, 5184, 3809, 1422, 731, 2407,1
2016-04-10,14, 22, 0, 1, 0, 0, 0, 3, 1, 0,6985, 2585, 4400, 2788, 2011, 644, 1542,0
2016-04-11,15, 21, 0, 1, 1, 0, 0, 3, 0, 0,161, 33, 128, 69, 19, 9, 64,0
2016-04-12,15, 19, 0, 1, 1, 0, 0, 3, 0, 0,6383, 936, 5447, 2041, 900, 714, 2728,0
2016-04-13,15, 24, 0, 1, 0, 0, 0, 3, 0, 0,6405, 927, 5478, 2901, 653, 722, 2129,0
2016-04-14,15, 25, 0, 1, 0, 0, 0, 3, 0, 0,4305, 1465, 2840, 480, 1201, 859, 1765,0
2016-04-15,16, 22, 0, 1, 1, 0, 0, 4, 0, 0,5836, 2370, 3466, 2072, 1582, 897, 1285,0
2016-04-16,15, 22, 0, 1, 1, 0, 0, 4, 1, 0,8378, 3048, 5330, 1339, 3054, 1049, 2936,1
2016-04-17,13, 22, 0, 1, 1, 0, 0, 3, 1, 0,7783, 2231, 5552, 2119, 2808, 1103, 1753,1
2016-04-18,13, 20, 0, 1, 0, 0, 0, 3, 0, 0,153, 39, 114, 73, 33, 22, 25,0
2016-04-19,15, 22, 0, 1, 0, 0, 0, 4, 0, 0,5246, 1430, 3816, 1684, 500, 389, 2673,0
2016-04-20,16, 21, 0, 0, 1, 0, 1, 4, 0, 0,4998, 621, 4377, 1176, 908, 507, 2407,0
2016-04-21,16, 24, 0, 1, 1, 0, 0, 3, 0, 0,7579, 800, 6779, 3298, 1915, 627, 1739,0
2016-04-22,15, 26, 0, 1, 1, 0, 0, 4, 0, 0,5535, 1459, 4076, 2151, 1053, 888, 1443,0
2016-04-23,13, 17, 0, 0, 1, 0, 0, 4, 1, 0,9879, 1589, 8290, 1220, 2900, 2840, 2919,1
2016-04-24,15, 19, 0, 0, 1, 0, 0, 3, 1, 0,8078, 3881, 4197, 1220, 1806, 1584, 3468,1
2016-04-25,14, 19, 0, 0, 1, 0, 0, 3, 0, 0,599, 199, 400, 97, 74, 59, 369,0
2016-04-26,14, 18, 0, 0, 1, 0, 0, 3, 0, 0,8591, 2353, 6238, 2082, 2686, 1114, 2709,1
2016-04-27,14, 17, 0, 1, 1, 0, 0, 3, 0, 0,6854, 2544, 4310, 1951, 1598, 668, 2637,0
2016-04-28,14, 22, 0, 1, 0, 0, 0, 3, 0, 0,5655, 1597, 4058, 1359, 2075, 682, 1539,0
2016-04-29,17, 25, 0, 0, 0, 0, 0, 3, 0, 0,7587, 3030, 4557, 2103, 1771, 1155, 2558,0
2016-04-30,17, 27, 0, 0, 0, 0, 0, 4, 1, 0,17237, 7527, 9710, 2579, 2203, 1624, 10831,1
2016-05-01,19, 28, 0, 1, 1, 0, 0, 4, 1, 0,27505, 13555, 13950, 9649, 3078, 4371, 10407,1
2016-05-02,19, 26, 0, 0, 1, 0, 0, 4, 0, 0,14801, 6341, 8460, 5096, 2254, 2488, 4963,1
2016-05-03,18, 26, 0, 0, 0, 0, 0, 4, 0, 0,4940, 1396, 3544, 1623, 1140, 934, 1243,0
2016-05-04,20, 29, 0, 1, 0, 0, 0, 3, 0, 0,3587, 1365, 2222, 622, 1121, 899, 945,0
2016-05-05,20, 25, 0, 0, 1, 0, 0, 3, 0, 0,7000, 1853, 5147, 2734, 899, 1507, 1860,1
2016-05-06,18, 28, 0, 1, 0, 0, 0, 3, 0, 0,7206, 2788, 4418, 2024, 1969, 1151, 2062,1
2016-05-07,15, 21, 0, 0, 1, 0, 0, 4, 1, 0,11244, 2615, 8629, 3187, 2940, 1418, 3699,1
2016-05-08,16, 18, 0, 0, 1, 0, 1, 3, 1, 0,9683, 1518, 8165, 1551, 1872, 863, 5397,1
2016-05-09,16, 20, 0, 0, 1, 0, 0, 3, 0, 0,1401, 380, 1021, 662, 335, 169, 235,0
2016-05-10,14, 18, 0, 1, 1, 0, 0, 3, 0, 0,4514, 1764, 2750, 2117, 649, 469, 1279,0
2016-05-11,16, 25, 0, 0, 0, 0, 0, 3, 0, 0,4061, 1758, 2303, 1417, 1188, 337, 1119,0
2016-05-12,18, 28, 0, 0, 0, 0, 0, 3, 0, 0,5151, 1098, 4053, 1460, 837, 712, 2142,0
2016-05-13,17, 25, 0, 1, 0, 0, 0, 3, 0, 0,5962, 822, 5140, 1345, 697, 1905, 2015,0
2016-05-14,17, 25, 0, 1, 0, 0, 0, 3, 1, 0,14375, 4620, 9755, 2011, 3408, 3482, 5474,1
2016-05-15,14, 26, 0, 0, 1, 0, 0, 4, 1, 0,19306, 3326, 15980, 8583, 2408, 3779, 4536,1
2016-05-16,15, 23, 0, 1, 0, 0, 0, 3, 0, 0,103, 41, 62, 33, 7, 31, 32,0
2016-05-17,16, 26, 0, 1, 0, 0, 0, 3, 0, 0,6532, 3107, 3425, 2337, 2042, 785, 1368,0
2016-05-18,17, 26, 0, 1, 0, 0, 0, 3, 0, 0,7095, 760, 6335, 1452, 694, 1219, 3730,1
2016-05-19,19, 25, 0, 1, 0, 0, 0, 3, 0, 0,7547, 2304, 5243, 1999, 647, 1930, 2971,1
2016-05-20,19, 23, 0, 0, 1, 0, 0, 3, 0, 0,5658, 1738, 3920, 1670, 478, 1144, 2366,0
2016-05-21,19, 21, 0, 0, 1, 0, 0, 3, 1, 0,14178, 5876, 8302, 2980, 1784, 2124, 7290,1
2016-05-22,19, 24, 0, 1, 1, 0, 0, 3, 1, 0,11753, 3005, 8748, 5145, 1630, 1420, 3558,1
2016-05-23,20, 26, 0, 1, 1, 0, 0, 3, 0, 0,133, 29, 104, 49, 27, 6, 51,0
2016-05-24,19, 24, 0, 1, 1, 0, 0, 3, 0, 0,4149, 702, 3447, 1399, 1225, 234, 1291,0
2016-05-25,22, 28, 0, 1, 1, 0, 0, 3, 0, 0,3756, 945, 2811, 513, 1061, 464, 1718,0
2016-05-26,20, 25, 0, 0, 1, 0, 0, 3, 0, 0,4679, 613, 4066, 1586, 481, 350, 2262,0
2016-05-27,19, 22, 0, 0, 1, 0, 0, 3, 0, 0,5621, 673, 4948, 1205, 1092, 378, 2946,0
2016-05-28,20, 23, 0, 0, 1, 0, 1, 3, 1, 0,14251, 5661, 8590, 3988, 2530, 1241, 6492,1
2016-05-29,19, 24, 0, 1, 1, 0, 0, 3, 1, 0,11609, 3854, 7755, 1994, 2860, 1918, 4837,1
2016-05-30,20, 26, 0, 1, 0, 0, 0, 3, 0, 0,87, 30, 57, 21, 7, 27, 32,0
2016-05-31,20, 26, 0, 0, 1, 0, 1, 3, 0, 0,6049, 2310, 3739, 1481, 825, 566, 3177,0
2016-06-01,18, 21, 0, 1, 1, 0, 0, 4, 0, 0,11100, 3422, 7678, 2938, 1809, 1589, 4764,1
2016-06-02,19, 26, 0, 1, 1, 0, 0, 3, 0, 0,3856, 616, 3240, 1325, 746, 456, 1329,0
2016-06-03,19, 22, 0, 0, 1, 0, 0, 4, 0, 0,4928, 1904, 3024, 1111, 1221, 1104, 1492,0
2016-06-04,19, 24, 0, 1, 0, 0, 0, 3, 1, 0,15943, 7590, 8353, 5246, 3484, 3224, 3989,1
2016-06-05,20, 26, 0, 1, 0, 0, 0, 3, 1, 0,14347, 4941, 9406, 7160, 1935, 931, 4321,1
2016-06-06,20, 27, 0, 1, 1, 0, 1, 3, 0, 0,74, 12, 62, 16, 17, 11, 30,0
2016-06-07,21, 26, 0, 0, 1, 0, 1, 3, 0, 0,6155, 2789, 3366, 1461, 2325, 773, 1596,0
2016-06-08,21, 26, 0, 0, 1, 0, 0, 3, 0, 0,6900, 2857, 4043, 2795, 789, 569, 2747,0
2016-06-09,21, 26, 0, 1, 0, 0, 0, 3, 0, 0,18947, 3164, 15783, 6701, 6081, 2659, 3506,1
2016-06-10,22, 27, 0, 1, 0, 0, 0, 3, 0, 0,21295, 2626, 18669, 9131, 5393, 1872, 4899,1
2016-06-11,23, 27, 0, 0, 1, 0, 0, 3, 1, 0,12489, 5754, 6735, 1356, 3042, 1195, 6896,1
2016-06-12,21, 24, 0, 0, 1, 0, 1, 3, 1, 0,6750, 2368, 4382, 1961, 1802, 928, 2059,0
2016-06-13,21, 28, 0, 1, 0, 0, 0, 3, 0, 0,196, 41, 155, 70, 15, 46, 65,0
2016-06-14,24, 30, 0, 1, 0, 0, 0, 3, 0, 0,8080, 3699, 4381, 2774, 1383, 1327, 2596,1
2016-06-15,22, 32, 0, 0, 1, 0, 1, 3, 0, 0,5380, 1154, 4226, 811, 2146, 653, 1770,0
2016-06-16,21, 25, 0, 1, 0, 0, 0, 3, 0, 0,6124, 1805, 4319, 784, 1790, 686, 2864,0
2016-06-17,23, 31, 0, 1, 0, 0, 0, 3, 0, 0,5855, 1973, 3882, 2310, 390, 1500, 1655,0
2016-06-18,25, 30, 0, 1, 1, 0, 0, 3, 1, 0,10597, 4283, 6314, 4754, 1486, 1712, 2645,1
2016-06-19,26, 31, 0, 0, 1, 0, 1, 3, 1, 0,10834, 3158, 7676, 4207, 2060, 1037, 3530,1
2016-06-20,24, 29, 0, 0, 1, 0, 1, 3, 0, 0,216, 60, 156, 59, 24, 54, 79,0
2016-06-21,25, 32, 0, 0, 1, 0, 1, 3, 0, 0,6666, 2936, 3730, 3002, 1223, 319, 2122,0
2016-06-22,25, 31, 0, 1, 1, 0, 0, 3, 0, 0,6424, 2170, 4254, 2743, 1690, 661, 1330,0
2016-06-23,26, 34, 0, 1, 1, 0, 1, 3, 0, 0,7446, 1184, 6262, 1073, 1306, 2405, 2662,0
2016-06-24,20, 33, 0, 0, 1, 0, 1, 3, 0, 0,7702, 1943, 5759, 1414, 864, 1713, 3711,0
2016-06-25,19, 23, 0, 1, 1, 0, 0, 3, 1, 0,14716, 2154, 12562, 1653, 6236, 2491, 4336,1
2016-06-26,21, 26, 0, 1, 1, 0, 0, 3, 1, 0,15075, 1939, 13136, 3744, 4420, 1614, 5297,1
2016-06-27,22, 24, 0, 0, 1, 0, 1, 3, 0, 0,1532, 681, 851, 524, 453, 138, 417,0
2016-06-28,22, 24, 0, 0, 1, 0, 1, 3, 0, 0,11319, 5131, 6188, 2843, 2504, 1358, 4614,1
2016-06-29,23, 27, 0, 0, 1, 0, 1, 3, 0, 0,10585, 1878, 8707, 5050, 1330, 1176, 3029,1
2016-06-30,27, 34, 0, 1, 1, 0, 1, 3, 0, 0,11687, 1336, 10351, 2917, 3525, 951, 4294,1
2016-07-01,26, 34, 0, 1, 0, 0, 0, 4, 0, 0,13969, 3120, 10849, 4548, 3738, 942, 4741,0
2016-07-02,26, 30, 0, 0, 1, 0, 1, 3, 1, 0,23817, 5713, 18104, 10491, 5291, 2120, 5915,1
2016-07-03,26, 31, 0, 0, 1, 0, 0, 3, 1, 0,23195, 7651, 15544, 3130, 4278, 3733, 12054,1
2016-07-04,27, 32, 0, 1, 1, 0, 0, 3, 0, 0,9999, 3832, 6167, 1855, 2752, 651, 4741,0
2016-07-05,26, 35, 0, 0, 1, 0, 1, 3, 0, 0,20962, 4956, 16006, 4782, 6721, 4192, 5267,1
2016-07-06,27, 33, 0, 1, 0, 0, 0, 3, 0, 0,17403, 5905, 11498, 8122, 1675, 1984, 5622,0
2016-07-07,26, 32, 0, 0, 1, 0, 0, 3, 0, 0,18277, 5690, 12587, 4657, 4008, 3275, 6337,1
2016-07-08,26, 31, 0, 1, 0, 0, 0, 3, 0, 0,17278, 5824, 11454, 2518, 3776, 2103, 8881,0
2016-07-09,26, 31, 0, 0, 1, 0, 0, 3, 1, 0,23854, 11868, 11986, 9386, 1904, 2872, 9692,1
2016-07-10,26, 29, 0, 0, 1, 0, 0, 3, 1, 0,25621, 9081, 16540, 9256, 7122, 1271, 7972,1
2016-07-11,26, 29, 0, 0, 1, 0, 1, 3, 0, 0,20, 9, 11, 6, 1, 4, 9,0
2016-07-12,27, 32, 0, 0, 1, 0, 1, 3, 0, 0,17062, 6240, 10822, 2047, 5937, 3320, 5758,0
2016-07-13,27, 34, 0, 0, 1, 0, 1, 3, 0, 0,15185, 2401, 12784, 4211, 3935, 2258, 4781,0
2016-07-14,26, 32, 0, 0, 1, 0, 0, 3, 0, 0,18723, 3488, 15235, 4953, 2297, 4347, 7126,1
2016-07-15,24, 34, 0, 0, 1, 0, 0, 4, 0, 0,21597, 10342, 11255, 2781, 9222, 1610, 7984,1
2016-07-16,24, 28, 0, 1, 1, 0, 0, 3, 1, 0,31447, 14151, 17296, 11253, 8221, 1962, 10011,1
2016-07-17,26, 33, 0, 1, 0, 0, 0, 3, 1, 0,30067, 8987, 21080, 3118, 4230, 7365, 15354,1
2016-07-18,26, 31, 0, 0, 1, 0, 0, 3, 0, 0,20, 2, 18, 9, 5, 0, 6,0
2016-07-19,28, 34, 0, 1, 1, 0, 1, 3, 0, 0,24174, 10268, 13906, 9694, 4959, 1702, 7819,1
2016-07-20,29, 36, 0, 0, 0, 0, 0, 3, 0, 0,18129, 5760, 12369, 7786, 3097, 2730, 4516,1
2016-07-21,30, 38, 0, 0, 0, 0, 0, 3, 0, 0,20356, 2335, 18021, 5488, 3505, 3889, 7474,1
2016-07-22,30, 39, 0, 0, 0, 0, 0, 3, 0, 0,21696, 6885, 14811, 5442, 2592, 6312, 7350,1
2016-07-23,29, 38, 0, 1, 0, 0, 0, 3, 1, 0,31766, 9400, 22366, 11838, 9391, 1561, 8976,1
2016-07-24,28, 38, 0, 0, 0, 0, 0, 3, 1, 0,33578, 6310, 27268, 9006, 6460, 3660, 14452,1
2016-07-25,28, 36, 0, 0, 0, 0, 0, 4, 0, 0,1409, 517, 892, 148, 587, 148, 526,0
2016-07-26,29, 37, 0, 0, 0, 0, 0, 3, 0, 0,26625, 8716, 17909, 6918, 5604, 4582, 9521,1
2016-07-27,30, 39, 0, 0, 0, 0, 0, 3, 0, 0,21261, 6110, 15151, 9634, 5011, 1099, 5517,1
2016-07-28,30, 39, 0, 0, 0, 0, 0, 3, 0, 0,21754, 2557, 19197, 6229, 5933, 4250, 5342,1
2016-07-29,28, 39, 0, 0, 1, 0, 1, 3, 0, 0,18062, 4259, 13803, 3353, 1613, 4691, 8405,1
2016-07-30,28, 37, 0, 1, 0, 0, 0, 3, 1, 0,28551, 5311, 23240, 9512, 6483, 5542, 7014,1
2016-07-31,28, 35, 0, 1, 0, 0, 0, 3, 1, 0,30172, 9994, 20178, 3777, 9882, 3967, 12546,1
2016-08-01,28, 34, 0, 1, 1, 0, 0, 3, 0, 0,955, 154, 801, 124, 329, 134, 368,0
2016-08-02,27, 35, 0, 1, 1, 0, 1, 3, 0, 0,26606, 9500, 17106, 6160, 3234, 6154, 11058,1
2016-08-03,26, 31, 0, 1, 1, 0, 0, 3, 0, 0,21943, 3816, 18127, 10772, 1345, 4212, 5614,1
2016-08-04,26, 32, 0, 1, 1, 0, 1, 3, 0, 0,20034, 4927, 15107, 8852, 3852, 3140, 4190,1
2016-08-05,27, 32, 0, 1, 1, 0, 1, 3, 0, 0,21055, 5025, 16030, 4025, 4268, 5069, 7693,1
2016-08-06,27, 33, 0, 1, 0, 0, 0, 3, 1, 0,28194, 3827, 24367, 9539, 5744, 4698, 8213,1
2016-08-07,27, 34, 0, 1, 0, 0, 0, 3, 1, 0,27029, 11386, 15643, 9981, 6170, 4409, 6469,1
2016-08-08,28, 33, 0, 0, 1, 0, 0, 3, 0, 0,173, 17, 156, 81, 38, 10, 44,0
2016-08-09,28, 33, 0, 0, 1, 0, 1, 4, 0, 0,25813, 3695, 22118, 3089, 8740, 1448, 12536,1
2016-08-10,28, 34, 0, 1, 1, 0, 0, 3, 0, 0,23677, 8810, 14867, 5003, 7072, 3897, 7705,1
2016-08-11,28, 35, 0, 1, 0, 0, 0, 3, 0, 0,22825, 5141, 17684, 5157, 7803, 1180, 8685,1
2016-08-12,28, 34, 0, 1, 1, 0, 0, 3, 0, 0,23640, 5435, 18205, 9816, 5637, 1554, 6633,1
2016-08-13,28, 35, 0, 1, 0, 0, 0, 3, 1, 0,26980, 12841, 14139, 7992, 8415, 5228, 5345,1
2016-08-14,28, 36, 0, 1, 0, 0, 0, 3, 1, 0,26921, 3210, 23711, 5299, 9773, 5665, 6184,1
2016-08-15,28, 35, 0, 1, 0, 0, 0, 3, 0, 0,372, 129, 243, 160, 57, 70, 85,0
2016-08-16,28, 35, 0, 1, 0, 0, 0, 3, 0, 0,24488, 10958, 13530, 5424, 6847, 3517, 8700,1
2016-08-17,28, 35, 0, 1, 0, 0, 0, 3, 0, 0,21386, 4108, 17278, 8198, 6231, 2900, 4057,1
2016-08-18,29, 36, 0, 1, 0, 0, 0, 3, 0, 0,22686, 6861, 15825, 7104, 3210, 4828, 7544,1
2016-08-19,29, 36, 0, 1, 0, 0, 0, 3, 0, 0,23083, 7815, 15268, 9972, 3467, 4179, 5465,1
2016-08-20,28, 36, 0, 0, 1, 0, 1, 3, 1, 0,25323, 5769, 19554, 4936, 4310, 7938, 8139,1
2016-08-21,28, 35, 0, 1, 1, 0, 1, 3, 1, 0,26664, 4478, 22186, 6775, 7466, 4192, 8231,1
2016-08-22,28, 35, 0, 1, 0, 0, 0, 3, 0, 0,179, 72, 107, 34, 56, 44, 45,0
2016-08-23,27, 34, 0, 1, 0, 0, 0, 3, 0, 0,24244, 10143, 14101, 6970, 6395, 5295, 5584,1
2016-08-24,27, 34, 0, 0, 0, 0, 0, 3, 0, 0,21382, 9433, 11949, 5669, 5704, 1777, 8232,1
2016-08-25,27, 35, 0, 1, 0, 0, 0, 3, 0, 0,20475, 5687, 14788, 2385, 4938, 6432, 6720,1
2016-08-26,26, 34, 0, 0, 1, 0, 0, 3, 0, 0,17188, 4546, 12642, 4723, 3793, 2377, 6295,0
2016-08-27,24, 31, 0, 1, 0, 0, 0, 4, 1, 0,23705, 7057, 16648, 11457, 3680, 3646, 4922,1
2016-08-28,22, 30, 0, 1, 0, 0, 0, 4, 1, 0,21853, 5463, 16390, 3989, 8218, 4194, 5452,1
2016-08-29,23, 31, 0, 1, 0, 0, 0, 4, 0, 0,222, 96, 126, 109, 27, 36, 50,0
2016-08-30,23, 32, 0, 0, 0, 0, 0, 3, 0, 0,10307, 1778, 8529, 1427, 3935, 1738, 3207,0
2016-08-31,25, 34, 0, 1, 0, 0, 0, 3, 0, 0,8600, 3832, 4768, 3430, 1244, 1885, 2041,0
2016-09-01,26, 34, 0, 1, 0, 0, 0, 3, 0, 0,6834, 1952, 4882, 969, 815, 638, 4412,1
2016-09-02,25, 35, 0, 1, 0, 0, 0, 3, 0, 0,8712, 2322, 6390, 2758, 1369, 1958, 2627,1
2016-09-03,24, 35, 0, 1, 0, 0, 0, 3, 1, 0,15924, 4975, 10949, 6343, 3855, 1589, 4137,1
2016-09-04,25, 33, 0, 1, 0, 0, 0, 3, 1, 0,15075, 1646, 13429, 4858, 3575, 2127, 4515,1
2016-09-05,25, 30, 0, 0, 1, 0, 0, 3, 0, 0,966, 157, 809, 143, 172, 191, 460,0
2016-09-06,24, 28, 0, 0, 1, 0, 0, 3, 0, 0,7616, 868, 6748, 2821, 1877, 1194, 1724,1
2016-09-07,23, 28, 0, 1, 1, 0, 0, 3, 0, 0,4932, 1375, 3557, 1594, 389, 1120, 1829,0
2016-09-08,23, 30, 0, 1, 0, 0, 0, 3, 0, 0,3097, 1537, 1560, 373, 927, 353, 1444,0
2016-09-09,24, 31, 0, 1, 0, 0, 0, 3, 0, 0,3485, 1673, 1812, 571, 756, 745, 1413,0
2016-09-10,23, 28, 0, 1, 0, 0, 0, 3, 1, 0,12879, 5814, 7065, 2583, 4807, 1386, 4103,1
2016-09-11,22, 26, 0, 0, 1, 0, 0, 3, 1, 0,15429, 5907, 9522, 2960, 2229, 4690, 5550,1
2016-09-12,23, 29, 0, 1, 0, 0, 0, 3, 0, 0,169, 61, 108, 17, 27, 13, 112,0
2016-09-13,23, 28, 0, 0, 1, 0, 0, 3, 0, 0,5981, 2890, 3091, 1566, 1568, 969, 1878,0
2016-09-14,22, 24, 0, 0, 1, 0, 0, 3, 0, 0,6240, 982, 5258, 1298, 1297, 381, 3264,1
2016-09-15,23, 25, 0, 0, 1, 0, 1, 4, 0, 0,21243, 2226, 19017, 9868, 4610, 1881, 4884,1
2016-09-16,23, 26, 0, 0, 1, 0, 1, 4, 0, 0,21462, 8662, 12800, 6138, 6172, 3183, 5969,1
2016-09-17,23, 28, 0, 0, 1, 0, 0, 4, 1, 0,12170, 3848, 8322, 1697, 1541, 1112, 7820,1
2016-09-18,23, 27, 0, 0, 1, 0, 0, 4, 1, 0,5069, 658, 4411, 645, 550, 930, 2944,0
2016-09-19,21, 27, 0, 1, 1, 0, 0, 4, 0, 0,244, 84, 160, 118, 44, 32, 50,0
2016-09-20,20, 26, 0, 1, 0, 0, 0, 3, 0, 0,3136, 1218, 1918, 1300, 372, 538, 926,0
2016-09-21,20, 26, 0, 1, 0, 0, 0, 3, 0, 0,3592, 485, 3107, 1609, 349, 815, 819,0
2016-09-22,21, 27, 0, 1, 0, 0, 0, 3, 0, 0,4666, 729, 3937, 563, 1084, 1034, 1985,0
2016-09-23,21, 27, 0, 1, 0, 0, 0, 3, 0, 0,3949, 949, 3000, 1736, 977, 285, 951,0
2016-09-24,22, 27, 0, 1, 0, 0, 0, 3, 1, 0,9424, 2445, 6979, 4084, 2444, 1037, 1859,1
2016-09-25,23, 29, 0, 1, 0, 0, 0, 3, 1, 0,10726, 4958, 5768, 1593, 1521, 2574, 5038,1
2016-09-26,25, 30, 0, 0, 1, 0, 0, 3, 0, 0,659, 204, 455, 199, 178, 124, 158,0
2016-09-27,24, 30, 0, 0, 1, 0, 0, 4, 0, 0,6690, 2204, 4486, 903, 2108, 1534, 2145,1
2016-09-28,22, 28, 0, 0, 1, 0, 0, 5, 0, 0,4647, 1094, 3553, 1953, 575, 901, 1218,0
2016-09-29,23, 25, 0, 0, 1, 0, 1, 4, 0, 0,9122, 939, 8183, 4081, 698, 1036, 3307,1
2016-09-30,25, 29, 0, 0, 1, 0, 0, 3, 0, 0,7695, 1077, 6618, 3490, 1010, 1036, 2159,1
2016-10-01,25, 30, 0, 1, 1, 0, 0, 3, 1, 0,16066, 2239, 13827, 6662, 2721, 2440, 4243,1
2016-10-02,23, 30, 0, 0, 1, 0, 0, 3, 1, 0,25916, 12719, 13197, 7258, 2999, 4014, 11645,1
2016-10-03,23, 27, 0, 1, 1, 0, 0, 3, 0, 0,26742, 11038, 15704, 8803, 4664, 3469, 9806,1
2016-10-04,22, 27, 0, 1, 0, 0, 0, 4, 0, 0,28360, 13317, 15043, 8299, 4680, 2071, 13310,1
2016-10-05,22, 27, 0, 1, 0, 0, 0, 4, 0, 0,24942, 10614, 14328, 10208, 6716, 3856, 4162,1
2016-10-06,22, 26, 0, 0, 1, 0, 0, 3, 0, 0,17483, 6609, 10874, 8201, 1097, 2449, 5736,1
2016-10-07,19, 25, 0, 0, 1, 0, 0, 3, 0, 0,9121, 3442, 5679, 2530, 715, 1732, 4144,0
2016-10-08,18, 23, 0, 1, 1, 0, 0, 5, 1, 0,8167, 1424, 6743, 3528, 1417, 499, 2723,0
2016-10-09,18, 21, 0, 1, 0, 0, 0, 3, 1, 0,7318, 2655, 4663, 2970, 1324, 442, 2582,0
2016-10-10,18, 22, 0, 1, 0, 0, 0, 3, 0, 0,155, 35, 120, 38, 25, 13, 79,0
2016-10-11,19, 24, 0, 1, 0, 0, 0, 3, 0, 0,6454, 1245, 5209, 3067, 820, 624, 1943,0
2016-10-12,19, 22, 0, 1, 1, 0, 0, 3, 0, 0,6913, 3307, 3606, 2144, 2358, 358, 2053,0
2016-10-13,19, 23, 0, 1, 1, 0, 0, 3, 0, 0,5728, 2555, 3173, 2522, 353, 888, 1965,0
2016-10-14,19, 22, 0, 0, 1, 0, 0, 3, 0, 0,9635, 2034, 7601, 2583, 3096, 668, 3288,1
2016-10-15,21, 24, 0, 0, 1, 0, 0, 3, 1, 0,8897, 2223, 6674, 2826, 871, 660, 4540,0
2016-10-16,20, 26, 0, 1, 1, 0, 0, 3, 1, 0,8662, 2796, 5866, 2783, 886, 1922, 3071,0
2016-10-17,20, 25, 0, 1, 0, 0, 0, 3, 0, 0,212, 21, 191, 30, 87, 18, 77,0
2016-10-18,20, 24, 0, 0, 1, 0, 0, 3, 0, 0,7430, 1965, 5465, 1502, 2170, 767, 2991,0
2016-10-19,20, 24, 0, 0, 1, 0, 0, 3, 0, 0,7163, 1129, 6034, 2332, 1118, 1396, 2317,0
